obs_point,date,head
MOORT_4,2014-04-28,21.11916666666667
MOORT_4,2014-04-29,21.132
MOORT_4,2014-04-30,21.12125
MOORT_4,2014-05-01,21.126416666666668
MOORT_4,2014-05-02,21.127333333333333
MOORT_4,2014-05-03,21.110958333333333
MOORT_4,2014-05-04,21.113208333333333
MOORT_4,2014-05-05,21.118438260869567
MOORT_4,2014-05-06,21.1341525
MOORT_4,2014-05-07,21.162763541666667
MOORT_4,2014-05-08,21.162249375
MOORT_4,2014-05-09,21.159089791666663
MOORT_4,2014-05-10,21.17290291666667
MOORT_4,2014-05-11,21.171136041666667
MOORT_4,2014-05-12,21.156537291666663
MOORT_4,2014-05-13,21.163817291666668
MOORT_4,2014-05-14,21.15769729166667
MOORT_4,2014-05-15,21.147996875
MOORT_4,2014-05-16,21.140853125
MOORT_4,2014-05-17,21.131564583333333
MOORT_4,2014-05-18,21.12778520833333
MOORT_4,2014-05-19,21.117307291666663
MOORT_4,2014-05-20,21.104303958333333
MOORT_4,2014-05-21,21.16282395833333
MOORT_4,2014-05-22,21.14448520833333
MOORT_4,2014-05-23,21.120033333333332
MOORT_4,2014-05-24,21.12734770833333
MOORT_4,2014-05-25,21.12166375
MOORT_4,2014-05-26,21.115040625
MOORT_4,2014-05-27,21.134807291666668
MOORT_4,2014-05-28,21.140164791666667
MOORT_4,2014-05-29,21.126753541666663
MOORT_4,2014-05-30,21.118754166666665
MOORT_4,2014-05-31,21.1032
MOORT_4,2014-06-01,21.10116895833333
MOORT_4,2014-06-02,21.08768270833333
MOORT_4,2014-06-03,21.106862916666667
MOORT_4,2014-06-04,21.139007083333333
MOORT_4,2014-06-05,21.154035
MOORT_4,2014-06-06,21.104500416666667
MOORT_4,2014-06-07,21.078814583333333
MOORT_4,2014-06-08,21.08270145833333
MOORT_4,2014-06-09,21.08880708333333
MOORT_4,2014-06-10,21.136442916666667
MOORT_4,2014-06-11,21.11672770833333
MOORT_4,2014-06-12,21.08240645833333
MOORT_4,2014-06-13,21.070605625
MOORT_4,2014-06-14,21.06756770833333
MOORT_4,2014-06-15,21.064471458333333
MOORT_4,2014-06-16,21.075325208333336
MOORT_4,2014-06-17,21.077740833333333
MOORT_4,2014-06-18,21.079526875
MOORT_4,2014-06-19,21.070007916666665
MOORT_4,2014-06-20,21.05906875
MOORT_4,2014-06-21,21.047815208333333
MOORT_4,2014-06-22,21.047305625
MOORT_4,2014-06-23,21.022315833333334
MOORT_4,2014-06-24,21.018661458333334
MOORT_4,2014-06-25,21.022911666666666
MOORT_4,2014-06-26,21.027452291666663
MOORT_4,2014-06-27,21.047169375
MOORT_4,2014-06-28,21.072232083333333
MOORT_4,2014-06-29,21.09237458333333
MOORT_4,2014-06-30,21.07298833333333
MOORT_4,2014-07-01,21.06176208333333
MOORT_4,2014-07-02,21.040928541666663
MOORT_4,2014-07-03,21.04217583333333
MOORT_4,2014-07-04,21.026005625
MOORT_4,2014-07-05,21.050265
MOORT_4,2014-07-06,21.087043125
MOORT_4,2014-07-07,21.06996875
MOORT_4,2014-07-08,21.074858125
MOORT_4,2014-07-09,21.118663125
MOORT_4,2014-07-10,21.134374166666667
MOORT_4,2014-07-11,21.117671041666664
MOORT_4,2014-07-12,21.108003125
MOORT_4,2014-07-13,21.115843541666667
MOORT_4,2014-07-14,21.110360416666666
MOORT_4,2014-07-15,21.095399375
MOORT_4,2014-07-16,21.08428041666667
MOORT_4,2014-07-17,21.06015354166667
MOORT_4,2014-07-18,21.055068125
MOORT_4,2014-07-19,21.03107041666667
MOORT_4,2014-07-20,21.059361041666666
MOORT_4,2014-07-21,21.06282875
MOORT_4,2014-07-22,21.063999791666667
MOORT_4,2014-07-23,21.038836666666665
MOORT_4,2014-07-24,21.01772875
MOORT_4,2014-07-25,21.003883541666667
MOORT_4,2014-07-26,21.024125
MOORT_4,2014-07-27,21.024825
MOORT_4,2014-07-28,21.068263541666667
MOORT_4,2014-07-29,21.103178125
MOORT_4,2014-07-30,21.067986875
MOORT_4,2014-07-31,21.03765083333333
MOORT_4,2014-08-01,21.00884041666667
MOORT_4,2014-08-02,20.99761375
MOORT_4,2014-08-03,20.98649479166667
MOORT_4,2014-08-04,20.98597958333333
MOORT_4,2014-08-05,20.97762020833333
MOORT_4,2014-08-06,20.98247604166667
MOORT_4,2014-08-07,21.014735416666667
MOORT_4,2014-08-08,21.073373125
MOORT_4,2014-08-09,21.080930416666664
MOORT_4,2014-08-10,21.08952770833333
MOORT_4,2014-08-11,21.059850208333334
MOORT_4,2014-08-12,21.043066875
MOORT_4,2014-08-13,21.04746125
MOORT_4,2014-08-14,21.070886666666667
MOORT_4,2014-08-15,21.10275770833333
MOORT_4,2014-08-16,21.0872375
MOORT_4,2014-08-17,21.081426875
MOORT_4,2014-08-18,21.073021458333333
MOORT_4,2014-08-19,21.05805875
MOORT_4,2014-08-20,21.052205833333336
MOORT_4,2014-08-21,21.056876875
MOORT_4,2014-08-22,21.055962708333333
MOORT_4,2014-08-23,21.071123333333333
MOORT_4,2014-08-24,21.07718958333333
MOORT_4,2014-08-25,21.085982291666667
MOORT_4,2014-08-26,21.169224166666663
MOORT_4,2014-08-27,21.14204
MOORT_4,2014-08-28,21.117555416666665
MOORT_4,2014-08-29,21.11355895833333
MOORT_4,2014-08-30,21.10634
MOORT_4,2014-08-31,21.10674145833333
MOORT_4,2014-09-01,21.093081875
MOORT_4,2014-09-02,21.074029166666666
MOORT_4,2014-09-03,21.082985416666663
MOORT_4,2014-09-04,21.092547083333333
MOORT_4,2014-09-05,21.0763525
MOORT_4,2014-09-06,21.087287916666664
MOORT_4,2014-09-07,21.07452083333333
MOORT_4,2014-09-08,21.062344791666668
MOORT_4,2014-09-09,21.05660895833333
MOORT_4,2014-09-10,21.052186875
MOORT_4,2014-09-11,21.059265
MOORT_4,2014-09-12,21.04974354166667
MOORT_4,2014-09-13,21.04487375
MOORT_4,2014-09-14,21.054855208333333
MOORT_4,2014-09-15,21.04376583333333
MOORT_4,2014-09-16,21.027618541666666
MOORT_4,2014-09-17,21.022800208333333
MOORT_4,2014-09-18,21.033822291666667
MOORT_4,2014-09-19,21.045198958333334
MOORT_4,2014-09-20,21.077449166666664
MOORT_4,2014-09-21,21.080836458333334
MOORT_4,2014-09-22,21.086840416666668
MOORT_4,2014-09-23,21.08933333333333
MOORT_4,2014-09-24,21.06779166666667
MOORT_4,2014-09-25,21.083041666666663
MOORT_4,2014-09-26,21.084770833333334
MOORT_4,2014-09-27,21.077604166666667
MOORT_4,2014-09-28,21.0793125
MOORT_4,2014-09-29,21.0845
MOORT_4,2014-09-30,21.0909375
MOORT_4,2014-10-01,21.077
MOORT_4,2014-10-02,21.072979166666663
MOORT_4,2014-10-03,21.0925
MOORT_4,2014-10-04,21.097
MOORT_4,2014-10-05,21.101625
MOORT_4,2014-10-06,21.10620833333333
MOORT_4,2014-10-07,21.11195833333333
MOORT_4,2014-10-08,21.114708333333333
MOORT_4,2014-10-09,21.1159375
MOORT_4,2014-10-10,21.1056875
MOORT_4,2014-10-11,21.110354166666667
MOORT_4,2014-10-12,21.101875
MOORT_4,2014-10-13,21.112479166666667
MOORT_4,2014-10-14,21.112145833333333
MOORT_4,2014-10-15,21.110604166666665
MOORT_4,2014-10-16,21.129791666666662
MOORT_4,2014-10-17,21.116375
MOORT_4,2014-10-18,21.114604166666663
MOORT_4,2014-10-19,21.109291666666667
MOORT_4,2014-10-20,21.1085625
MOORT_4,2014-10-21,21.114979166666668
MOORT_4,2014-10-22,21.109375
MOORT_4,2014-10-23,21.109875
MOORT_4,2014-10-24,21.111
MOORT_4,2014-10-25,21.116958333333333
MOORT_4,2014-10-26,21.112895833333337
MOORT_4,2014-10-27,21.113666666666667
MOORT_4,2014-10-28,21.110854166666662
MOORT_4,2014-10-29,21.11766666666667
MOORT_4,2014-10-30,21.108729166666667
MOORT_4,2014-10-31,21.112354166666663
MOORT_4,2014-11-01,21.11070833333333
MOORT_4,2014-11-02,21.124979166666662
MOORT_4,2014-11-03,21.136625
MOORT_4,2014-11-04,21.132875
MOORT_4,2014-11-05,21.12258333333333
MOORT_4,2014-11-06,21.126791666666666
MOORT_4,2014-11-07,21.131666666666668
MOORT_4,2014-11-08,21.1294375
MOORT_4,2014-11-09,21.1151875
MOORT_4,2014-11-10,21.10908333333333
MOORT_4,2014-11-11,21.115645833333332
MOORT_4,2014-11-12,21.1038125
MOORT_4,2014-11-13,21.09583333333333
MOORT_4,2014-11-14,21.113916666666665
MOORT_4,2014-11-15,21.1225
MOORT_4,2014-11-16,21.098458333333333
MOORT_4,2014-11-17,21.05725
MOORT_4,2014-11-18,21.007145833333333
MOORT_4,2014-11-19,20.9996875
MOORT_4,2014-11-20,20.9995625
MOORT_4,2014-11-21,21.001375
MOORT_4,2014-11-22,21.003083333333333
MOORT_4,2014-11-23,20.9963125
MOORT_4,2014-11-24,20.989541666666668
MOORT_4,2014-11-25,20.9783125
MOORT_4,2014-11-26,20.97925
MOORT_4,2014-11-27,20.985
MOORT_4,2014-11-28,20.9694375
MOORT_4,2014-11-29,20.960083333333333
MOORT_4,2014-11-30,20.95210416666667
MOORT_4,2014-12-01,20.94425
MOORT_4,2014-12-02,20.9368125
MOORT_4,2014-12-03,20.93225
MOORT_4,2014-12-04,20.93433333333333
MOORT_4,2014-12-05,20.931708333333333
MOORT_4,2014-12-06,20.946458333333336
MOORT_4,2014-12-07,20.948395833333333
MOORT_4,2014-12-08,20.95445833333333
MOORT_4,2014-12-09,20.95189583333333
MOORT_4,2014-12-10,20.96002083333333
MOORT_4,2014-12-11,20.9536875
MOORT_4,2014-12-12,20.971520833333333
MOORT_4,2014-12-13,20.9613125
MOORT_4,2014-12-14,20.950770833333333
MOORT_4,2014-12-15,20.9583125
MOORT_4,2014-12-16,20.955979166666665
MOORT_4,2014-12-17,20.98272916666667
MOORT_4,2014-12-18,20.9828125
MOORT_4,2014-12-19,21.023979166666667
MOORT_4,2014-12-20,21.028875
MOORT_4,2014-12-21,21.0438125
MOORT_4,2014-12-22,21.047541666666667
MOORT_4,2014-12-23,21.05275
MOORT_4,2014-12-24,21.065354166666665
MOORT_4,2014-12-25,21.0690625
MOORT_4,2014-12-26,21.076125
MOORT_4,2014-12-27,21.212229166666667
MOORT_4,2014-12-28,21.08114583333333
MOORT_4,2014-12-29,21.06145833333333
MOORT_4,2014-12-30,21.0595
MOORT_4,2014-12-31,21.052541666666663
MOORT_4,2015-01-01,21.062604166666667
MOORT_4,2015-01-02,21.069354166666667
MOORT_4,2015-01-03,21.11627083333333
MOORT_4,2015-01-04,21.082291666666663
MOORT_4,2015-01-05,21.05575
MOORT_4,2015-01-06,21.0659375
MOORT_4,2015-01-07,21.058375
MOORT_4,2015-01-08,21.2530625
MOORT_4,2015-01-09,21.35383333333333
MOORT_4,2015-01-10,21.07016666666667
MOORT_4,2015-01-11,21.072604166666668
MOORT_4,2015-01-12,21.075041666666667
MOORT_4,2015-01-13,21.078020833333333
MOORT_4,2015-01-14,21.1169375
MOORT_4,2015-01-15,21.090395833333336
MOORT_4,2015-01-16,21.08783333333333
MOORT_4,2015-01-17,21.08310416666667
MOORT_4,2015-01-18,21.085729166666667
MOORT_4,2015-01-19,21.103895833333333
MOORT_4,2015-01-20,21.0936875
MOORT_4,2015-01-21,21.1174375
MOORT_4,2015-01-22,21.11820833333333
MOORT_4,2015-01-23,21.125041666666664
MOORT_4,2015-01-24,21.157791666666665
MOORT_4,2015-01-25,21.14914583333333
MOORT_4,2015-01-26,21.1443125
MOORT_4,2015-01-27,21.12216666666667
MOORT_4,2015-01-28,21.14614583333333
MOORT_4,2015-01-29,21.109979166666665
MOORT_4,2015-01-30,21.114229166666668
MOORT_4,2015-01-31,21.096979166666667
MOORT_4,2015-02-01,21.108229166666668
MOORT_4,2015-02-02,21.102416666666667
MOORT_4,2015-02-03,21.0815
MOORT_4,2015-02-04,21.087375
MOORT_4,2015-02-05,21.0906875
MOORT_4,2015-02-06,21.092545
MOORT_4,2015-02-07,21.084815833333334
MOORT_4,2015-02-08,21.08600333333333
MOORT_4,2015-02-09,21.084524166666665
MOORT_4,2015-02-10,21.0842325
MOORT_4,2015-02-11,21.084086666666668
MOORT_4,2015-02-12,21.08494083333333
MOORT_4,2015-02-13,21.087399166666668
MOORT_4,2015-02-14,21.095815833333333
MOORT_4,2015-02-15,21.084690833333333
MOORT_4,2015-02-16,21.084795
MOORT_4,2015-02-17,21.073795
MOORT_4,2015-02-18,21.066545
MOORT_4,2015-02-19,21.06912833333333
MOORT_4,2015-02-20,21.09650333333333
MOORT_4,2015-02-21,21.115503333333333
MOORT_4,2015-02-22,21.120003333333333
MOORT_4,2015-02-23,21.1267325
MOORT_4,2015-02-24,21.108649166666662
MOORT_4,2015-02-25,21.104961666666664
MOORT_4,2015-02-26,21.103628333333333
MOORT_4,2015-02-27,21.108253333333334
MOORT_4,2015-02-28,21.09867
MOORT_4,2015-03-01,21.08700333333333
MOORT_4,2015-03-02,21.083211666666667
MOORT_4,2015-03-03,21.0858575
MOORT_4,2015-03-04,21.071399166666662
MOORT_4,2015-03-05,21.055024166666666
MOORT_4,2015-03-06,21.05456583333333
MOORT_4,2015-03-07,21.054045
MOORT_4,2015-03-08,21.052815833333334
MOORT_4,2015-03-09,21.055711666666667
MOORT_4,2015-03-10,21.06144083333333
MOORT_4,2015-03-11,21.06239916666667
MOORT_4,2015-03-12,21.052524166666668
MOORT_4,2015-03-13,21.050336666666663
MOORT_4,2015-03-14,21.05231583333333
MOORT_4,2015-03-15,21.052795
MOORT_4,2015-03-16,21.05767
MOORT_4,2015-03-17,21.051461666666665
MOORT_4,2015-03-18,21.043357500000003
MOORT_4,2015-03-19,21.0561075
MOORT_4,2015-03-20,21.06762833333333
MOORT_4,2015-03-21,21.0836075
MOORT_4,2015-03-22,21.093878333333333
MOORT_4,2015-03-23,21.106819166666668
MOORT_4,2015-03-24,21.115697291666667
MOORT_4,2015-03-25,21.134730625
MOORT_4,2015-03-26,21.130619166666666
MOORT_4,2015-03-27,21.118699791666668
MOORT_4,2015-03-28,21.118946458333333
MOORT_4,2015-03-29,21.13745625
MOORT_4,2015-03-30,21.139155833333334
MOORT_4,2015-03-31,21.13137
MOORT_4,2015-04-01,21.11947083333333
MOORT_4,2015-04-02,21.12803770833333
MOORT_4,2015-04-03,21.122348958333333
MOORT_4,2015-04-04,21.115304166666665
MOORT_4,2015-04-05,21.122872291666667
MOORT_4,2015-04-06,21.124019166666667
MOORT_4,2015-04-07,21.119316875
MOORT_4,2015-04-08,21.118405416666665
MOORT_4,2015-04-09,21.11643958333333
MOORT_4,2015-04-10,21.114049791666663
MOORT_4,2015-04-11,21.09979708333333
MOORT_4,2015-04-12,21.082663333333333
MOORT_4,2015-04-13,21.06838645833333
MOORT_4,2015-04-14,21.057110833333333
MOORT_4,2015-04-15,21.074789130434784
MOORT_4,2015-04-16,21.08247375
MOORT_4,2015-04-17,21.067739166666662
MOORT_4,2015-04-18,21.06859895833333
MOORT_4,2015-04-19,21.074662083333333
MOORT_4,2015-04-20,21.06663895833333
MOORT_4,2015-04-21,21.09976458333333
MOORT_4,2015-04-22,21.08159145833333
MOORT_4,2015-04-23,20.98356395833333
MOORT_4,2015-04-24,20.9038075
MOORT_4,2015-04-25,20.888634166666662
MOORT_4,2015-04-26,20.911773541666665
MOORT_4,2015-04-27,20.952183541666667
MOORT_4,2015-04-28,21.00705208333333
MOORT_4,2015-04-29,21.00419125
MOORT_4,2015-04-30,20.982059791666668
MOORT_4,2015-05-01,20.946157291666665
MOORT_4,2015-05-02,20.956921666666663
MOORT_4,2015-05-03,20.88935270833333
MOORT_4,2015-05-04,20.92115875
MOORT_4,2015-05-05,20.90606875
MOORT_4,2015-05-06,20.998499791666667
MOORT_4,2015-05-07,21.060472291666667
MOORT_4,2015-05-08,21.02792416666667
MOORT_4,2015-05-09,21.05231333333333
MOORT_4,2015-05-10,21.125619375
MOORT_4,2015-05-11,21.07230020833333
MOORT_4,2015-05-12,21.041585416666667
MOORT_4,2015-05-13,21.039183125
MOORT_4,2015-05-14,20.988551458333333
MOORT_4,2015-05-15,21.119690833333333
MOORT_4,2015-05-16,21.150996666666668
MOORT_4,2015-05-17,21.152615208333334
MOORT_4,2015-05-18,21.02027520833333
MOORT_4,2015-05-19,20.958789791666664
MOORT_4,2015-05-20,21.03918125
MOORT_4,2015-05-21,21.037475833333332
MOORT_4,2015-05-22,21.028746666666667
MOORT_4,2015-05-23,21.036996666666667
MOORT_4,2015-05-24,21.03308
MOORT_4,2015-05-25,21.031621666666663
MOORT_4,2015-05-26,21.029746666666664
MOORT_4,2015-05-27,21.029059166666663
MOORT_4,2015-05-28,21.01628833333333
MOORT_4,2015-05-29,21.016684166666668
MOORT_4,2015-05-30,21.058684166666666
MOORT_4,2015-05-31,21.0548925
MOORT_4,2015-06-01,21.0671425
MOORT_4,2015-06-02,21.05535083333333
MOORT_4,2015-06-03,21.030059166666664
MOORT_4,2015-06-04,21.01566333333333
MOORT_4,2015-06-05,20.99766333333333
MOORT_4,2015-06-06,20.983788333333333
MOORT_4,2015-06-07,20.9576425
MOORT_4,2015-06-08,20.953184166666663
MOORT_4,2015-06-09,20.9438925
MOORT_4,2015-06-10,20.941455
MOORT_4,2015-06-11,20.95247583333333
MOORT_4,2015-06-12,20.9351425
MOORT_4,2015-06-13,20.907663333333332
MOORT_4,2015-06-14,20.89728833333333
MOORT_4,2015-06-15,20.90335083333333
MOORT_4,2015-06-16,20.89191333333333
MOORT_4,2015-06-17,20.88335083333333
MOORT_4,2015-06-18,20.920288333333332
MOORT_4,2015-06-19,20.949621666666665
MOORT_4,2015-06-20,20.95322583333333
MOORT_4,2015-06-21,20.967538333333334
MOORT_4,2015-06-22,20.990434166666667
MOORT_4,2015-06-23,20.994288333333333
MOORT_4,2015-06-24,20.981975833333333
MOORT_4,2015-06-25,20.9708925
MOORT_4,2015-06-26,20.954934166666668
MOORT_4,2015-06-27,20.9306425
MOORT_4,2015-06-28,20.9168925
MOORT_4,2015-06-29,20.894934166666665
MOORT_4,2015-06-30,20.87579833333333
MOORT_4,2015-07-01,20.841760416666663
MOORT_4,2015-07-02,20.81648
MOORT_4,2015-07-03,20.797755416666668
MOORT_4,2015-07-04,20.786165416666663
MOORT_4,2015-07-05,20.767299791666662
MOORT_4,2015-07-06,20.75623020833333
MOORT_4,2015-07-07,20.759801875
MOORT_4,2015-07-08,20.760917916666667
MOORT_4,2015-07-09,20.75044083333333
MOORT_4,2015-07-10,20.72923833333333
MOORT_4,2015-07-11,20.69938520833333
MOORT_4,2015-07-12,20.682403541666663
MOORT_4,2015-07-13,20.71722958333333
MOORT_4,2015-07-14,20.76402703703704
MOORT_4,2015-11-05,20.875833333333333
MOORT_4,2015-11-06,20.8846875
MOORT_4,2015-11-07,20.889541666666663
MOORT_4,2015-11-08,20.891979166666665
MOORT_4,2015-11-09,20.89325
MOORT_4,2015-11-10,20.89183333333333
MOORT_4,2015-11-11,20.887208333333334
MOORT_4,2015-11-12,20.888708333333334
MOORT_4,2015-11-13,20.891458333333333
MOORT_4,2015-11-14,20.905833333333334
MOORT_4,2015-11-15,20.906770833333333
MOORT_4,2015-11-16,20.909125
MOORT_4,2015-11-17,20.92535416666667
MOORT_4,2015-11-18,20.9195625
MOORT_4,2015-11-19,20.9480625
MOORT_4,2015-11-20,20.94004166666667
MOORT_4,2015-11-21,20.944729166666665
MOORT_4,2015-11-22,20.95020833333333
MOORT_4,2015-11-23,20.9446875
MOORT_4,2015-11-24,20.945979166666667
MOORT_4,2015-11-25,20.9465
MOORT_4,2015-11-26,20.94545833333333
MOORT_4,2015-11-27,20.94158333333333
MOORT_4,2015-11-28,20.947875
MOORT_4,2015-11-29,20.952708333333334
MOORT_4,2015-11-30,20.9565
MOORT_4,2015-12-01,20.957229166666668
MOORT_4,2015-12-02,20.9563125
MOORT_4,2015-12-03,20.955541666666665
MOORT_4,2015-12-04,20.957041666666665
MOORT_4,2015-12-05,20.9571875
MOORT_4,2015-12-06,20.95570833333333
MOORT_4,2015-12-07,20.950041666666667
MOORT_4,2015-12-08,20.9498125
MOORT_4,2015-12-09,20.94847916666667
MOORT_4,2015-12-10,20.9513125
MOORT_4,2015-12-11,20.9579375
MOORT_4,2015-12-12,20.954708333333333
MOORT_4,2015-12-13,20.963083333333334
MOORT_4,2015-12-14,20.959979166666667
MOORT_4,2015-12-15,20.961
MOORT_4,2015-12-16,20.963875
MOORT_4,2015-12-17,20.980666666666668
MOORT_4,2015-12-18,20.9804375
MOORT_4,2015-12-19,20.983
MOORT_4,2015-12-20,20.984479166666667
MOORT_4,2015-12-21,20.988958333333333
MOORT_4,2015-12-22,20.990291666666668
MOORT_4,2015-12-23,20.991208333333333
MOORT_4,2015-12-24,20.99320833333333
MOORT_4,2015-12-25,20.9918125
MOORT_4,2015-12-26,20.9928125
MOORT_4,2015-12-27,20.993604166666668
MOORT_4,2015-12-28,20.993
MOORT_4,2015-12-29,20.998
MOORT_4,2015-12-30,20.99608333333333
MOORT_4,2015-12-31,20.999916666666667
MOORT_4,2016-01-01,20.99439583333333
MOORT_4,2016-01-02,21.001458333333336
MOORT_4,2016-01-03,21.015291666666663
MOORT_4,2016-01-04,21.01139583333333
MOORT_4,2016-01-05,21.014020833333333
MOORT_4,2016-01-06,21.013354166666662
MOORT_4,2016-01-07,21.019729166666668
MOORT_4,2016-01-08,21.007416666666668
MOORT_4,2016-01-09,21.0075
MOORT_4,2016-01-10,20.992520833333334
MOORT_4,2016-01-11,20.996166666666667
MOORT_4,2016-01-12,20.98675
MOORT_4,2016-01-13,20.98858333333333
MOORT_4,2016-01-14,20.990875
MOORT_4,2016-01-15,21.15627083333333
MOORT_4,2016-01-16,21.05914583333333
MOORT_4,2016-01-17,20.98375
MOORT_4,2016-01-18,20.972229166666665
MOORT_4,2016-01-19,20.97064583333333
MOORT_4,2016-01-20,20.970895833333334
MOORT_4,2016-01-21,20.96952083333333
MOORT_4,2016-01-22,20.9835625
MOORT_4,2016-01-23,20.977083333333333
MOORT_4,2016-01-24,20.98452083333333
MOORT_4,2016-01-25,20.988190476190475
MOORT_4,2017-01-01,20.892541666666663
MOORT_4,2017-01-02,20.8969375
MOORT_4,2017-01-03,20.893541666666668
MOORT_4,2017-01-04,20.897854166666665
MOORT_4,2017-01-05,20.89964583333333
MOORT_4,2017-01-06,20.8970625
MOORT_4,2017-01-07,20.906541666666666
MOORT_4,2017-01-08,20.905291666666667
MOORT_4,2017-01-09,20.912375
MOORT_4,2017-01-10,20.920708333333334
MOORT_4,2017-01-11,20.913729166666663
MOORT_4,2017-01-12,20.929604166666667
MOORT_4,2017-01-13,21.16933333333333
MOORT_4,2017-01-14,21.059
MOORT_4,2017-01-15,20.99908333333333
MOORT_4,2017-01-16,20.9711875
MOORT_4,2017-01-17,20.950666666666667
MOORT_4,2017-01-18,20.9290625
MOORT_4,2017-01-19,20.917895833333333
MOORT_4,2017-01-20,20.907875
MOORT_4,2017-01-21,20.91483333333333
MOORT_4,2017-01-22,20.914875
MOORT_4,2017-01-23,20.919791666666665
MOORT_4,2017-01-24,20.91783333333333
MOORT_4,2017-01-25,20.918916666666668
MOORT_4,2017-01-26,20.918020833333333
MOORT_4,2017-01-27,20.916916666666665
MOORT_4,2017-01-28,20.918979166666663
MOORT_4,2017-01-29,20.92264583333333
MOORT_4,2017-01-30,20.9329375
MOORT_4,2017-01-31,20.925395833333333
MOORT_4,2017-02-01,20.915666666666667
MOORT_4,2017-02-02,20.924854166666663
MOORT_4,2017-02-03,20.92375
MOORT_4,2017-02-04,20.926270833333334
MOORT_4,2017-02-05,20.923458333333333
MOORT_4,2017-02-06,20.92825
MOORT_4,2017-02-07,20.92064583333333
MOORT_4,2017-02-08,20.9188125
MOORT_4,2017-02-09,20.920479166666667
MOORT_4,2017-02-10,20.9188125
MOORT_4,2017-02-11,20.916416666666667
MOORT_4,2017-02-12,20.912479166666667
MOORT_4,2017-02-13,20.90983333333333
MOORT_4,2017-02-14,20.913875
MOORT_4,2017-02-15,20.9163125
MOORT_4,2017-02-16,20.9145
MOORT_4,2017-02-17,20.912354166666667
MOORT_4,2017-02-18,20.91208333333333
MOORT_4,2017-02-19,20.911104166666664
MOORT_4,2017-02-20,20.91325
MOORT_4,2017-02-21,20.9095
MOORT_4,2017-02-22,20.921104166666662
MOORT_4,2017-02-23,20.92127083333333
MOORT_4,2017-02-24,20.919666666666668
MOORT_4,2017-02-25,20.9176875
MOORT_4,2017-02-26,20.911604166666667
MOORT_4,2017-02-27,20.977541666666667
MOORT_4,2017-02-28,20.9459375
MOORT_4,2017-03-01,20.93252083333333
MOORT_4,2017-03-02,20.92308333333333
MOORT_4,2017-03-03,20.91914583333333
MOORT_4,2017-03-04,20.915020833333333
MOORT_4,2017-03-05,20.92075
MOORT_4,2017-03-06,20.926375
MOORT_4,2017-03-07,20.921208333333333
MOORT_4,2017-03-08,20.92683333333333
MOORT_4,2017-03-09,20.929729166666664
MOORT_4,2017-03-10,20.921791666666667
MOORT_4,2017-03-11,20.915354166666667
MOORT_4,2017-03-12,20.91014583333333
MOORT_4,2017-03-13,20.904666666666667
MOORT_4,2017-03-14,20.905395833333333
MOORT_4,2017-03-15,20.928617021276597
MOORT_4,2017-03-16,20.96560416666667
MOORT_4,2017-03-17,20.968104166666667
MOORT_4,2017-03-18,20.972708333333333
MOORT_4,2017-03-19,20.9690625
MOORT_4,2017-03-20,20.96677083333333
MOORT_4,2017-03-21,20.9654375
MOORT_4,2017-03-22,20.960479166666666
MOORT_4,2017-03-23,20.95777083333333
MOORT_4,2017-03-24,20.955604166666667
MOORT_4,2017-03-25,20.951854166666667
MOORT_4,2017-03-26,20.95433333333333
MOORT_4,2017-03-27,20.953
MOORT_4,2017-03-28,20.953729166666665
MOORT_4,2017-03-29,20.951958333333334
MOORT_4,2017-03-30,20.953208333333333
MOORT_4,2017-03-31,20.952125
MOORT_4,2017-04-01,20.948395833333333
MOORT_4,2017-04-02,20.94727083333333
MOORT_4,2017-04-03,20.9483125
MOORT_4,2017-04-04,20.950416666666666
MOORT_4,2017-04-05,20.95327083333333
MOORT_4,2017-04-06,20.94083333333333
MOORT_4,2017-04-07,20.939125
MOORT_4,2017-04-08,20.935958333333332
MOORT_4,2017-04-09,20.9345625
MOORT_4,2017-04-10,20.937791666666666
MOORT_4,2017-04-11,20.9296875
MOORT_4,2017-04-12,20.925916666666662
MOORT_4,2017-04-13,20.930333333333333
MOORT_4,2017-04-14,20.92835416666667
MOORT_4,2017-04-15,20.93233333333333
MOORT_4,2017-04-16,20.926041666666663
MOORT_4,2017-04-17,20.93425
MOORT_4,2017-04-18,20.9375
MOORT_4,2017-04-19,20.932104166666665
MOORT_4,2017-04-20,20.93233333333333
MOORT_4,2017-04-21,20.92677083333333
MOORT_4,2017-04-22,20.927854166666663
MOORT_4,2017-04-23,20.925395833333333
MOORT_4,2017-04-24,20.920479166666667
MOORT_4,2017-04-25,20.929125
MOORT_4,2017-04-26,20.927354166666667
MOORT_4,2017-04-27,20.925
MOORT_4,2017-04-28,20.929479166666667
MOORT_4,2017-04-29,20.920875
MOORT_4,2017-04-30,20.9096875
MOORT_4,2017-05-01,20.922416666666667
MOORT_4,2017-05-02,20.9174375
MOORT_4,2017-05-03,20.934
MOORT_4,2017-05-04,20.9330625
MOORT_4,2017-05-05,20.928395833333333
MOORT_4,2017-05-06,20.928041666666665
MOORT_4,2017-05-07,20.93316666666667
MOORT_4,2017-05-08,20.929666666666662
MOORT_4,2017-05-09,20.9161875
MOORT_4,2017-05-10,20.93844680851064
MOORT_4,2017-05-11,20.963229166666668
MOORT_4,2017-05-12,20.964979166666662
MOORT_4,2017-05-13,20.95402083333333
