obs_point,date,head
MEL_4,2013-07-03,16.11
MEL_4,2013-07-04,16.1
MEL_4,2013-07-05,16.09
MEL_4,2013-07-06,16.1
MEL_4,2013-07-07,16.06
MEL_4,2013-07-08,16.04
MEL_4,2013-07-09,16.08
MEL_4,2013-07-10,16.03
MEL_4,2013-07-11,16.01
MEL_4,2013-07-12,15.98
MEL_4,2013-07-13,15.98
MEL_4,2013-07-14,15.96
MEL_4,2013-07-15,15.94
MEL_4,2013-07-16,15.92
MEL_4,2013-07-17,15.91
MEL_4,2013-07-18,15.88
MEL_4,2013-07-19,15.86
MEL_4,2013-07-20,15.85
MEL_4,2013-07-21,15.84
MEL_4,2013-07-22,15.81
MEL_4,2013-07-23,15.8
MEL_4,2013-07-24,15.84
MEL_4,2013-07-25,15.83
MEL_4,2013-07-26,15.84
MEL_4,2013-07-27,15.93
MEL_4,2013-07-28,16.25
MEL_4,2013-07-29,16.23
MEL_4,2013-07-30,16.2
MEL_4,2013-07-31,16.18
MEL_4,2013-08-01,16.17
MEL_4,2013-08-02,16.12
MEL_4,2013-08-03,16.04
MEL_4,2013-08-04,16.01
MEL_4,2013-08-05,16.01
MEL_4,2013-08-06,15.96
MEL_4,2013-08-07,15.98
MEL_4,2013-08-08,15.95
MEL_4,2013-08-09,15.94
MEL_4,2013-08-10,15.92
MEL_4,2013-08-11,15.91
MEL_4,2013-08-12,15.9
MEL_4,2013-08-13,15.87
MEL_4,2013-08-14,15.85
MEL_4,2013-08-15,15.84
MEL_4,2013-08-16,15.83
MEL_4,2013-08-17,15.81
MEL_4,2013-08-18,15.81
MEL_4,2013-08-19,15.77
MEL_4,2013-08-20,15.75
MEL_4,2013-08-21,15.75
MEL_4,2013-08-22,15.74
MEL_4,2013-08-23,15.77
MEL_4,2013-08-24,15.75
MEL_4,2013-08-25,15.76
MEL_4,2013-08-26,15.72
MEL_4,2013-08-27,15.71
MEL_4,2013-08-28,15.68
MEL_4,2013-08-29,15.67
MEL_4,2013-08-30,15.67
MEL_4,2013-08-31,15.65
MEL_4,2013-09-01,15.63
MEL_4,2013-09-02,15.62
MEL_4,2013-09-03,15.61
MEL_4,2013-09-04,15.61
MEL_4,2013-09-05,15.6
MEL_4,2013-09-06,15.58
MEL_4,2013-09-07,15.57
MEL_4,2013-09-08,15.56
MEL_4,2013-09-09,15.57
MEL_4,2013-09-10,15.58
MEL_4,2013-09-11,15.63
MEL_4,2013-09-12,15.68
MEL_4,2013-09-13,15.7
MEL_4,2013-09-14,15.75
MEL_4,2013-09-15,15.79
MEL_4,2013-09-16,15.81
MEL_4,2013-09-17,15.79
MEL_4,2013-09-18,15.81
MEL_4,2013-09-19,15.8
MEL_4,2013-09-20,15.8
MEL_4,2013-09-21,15.79
MEL_4,2013-09-22,15.79
MEL_4,2013-09-23,15.81
MEL_4,2013-09-24,15.82
MEL_4,2013-09-25,15.84
MEL_4,2013-09-26,15.8
MEL_4,2013-09-27,15.8
MEL_4,2013-09-28,15.8
MEL_4,2013-09-29,15.79
MEL_4,2013-09-30,15.76
MEL_4,2013-10-01,15.73
MEL_4,2013-10-02,15.72
MEL_4,2013-10-03,15.7
MEL_4,2013-10-04,15.68
MEL_4,2013-10-05,15.67
MEL_4,2013-10-06,15.66
MEL_4,2013-10-07,15.65
MEL_4,2013-10-08,15.66
MEL_4,2013-10-09,15.68
MEL_4,2013-10-10,15.69
MEL_4,2013-10-11,15.7
MEL_4,2013-10-12,15.73
MEL_4,2013-10-13,15.77
MEL_4,2013-10-14,15.84
MEL_4,2013-10-15,15.9
MEL_4,2013-10-16,15.93
MEL_4,2013-10-17,15.95
MEL_4,2013-10-18,16.12
MEL_4,2013-10-19,16.18
MEL_4,2013-10-20,16.17
MEL_4,2013-10-21,16.17
MEL_4,2013-10-22,16.2
MEL_4,2013-10-23,16.22
MEL_4,2013-10-24,16.03
MEL_4,2013-10-25,16.1
MEL_4,2013-10-26,16.08
MEL_4,2013-10-27,16.11
MEL_4,2013-10-28,16.12
MEL_4,2013-10-29,16.05
MEL_4,2013-10-30,16.04
MEL_4,2013-10-31,16.07
MEL_4,2013-11-01,16.09
MEL_4,2013-11-02,16.19
MEL_4,2013-11-03,16.26
MEL_4,2013-11-04,16.37
MEL_4,2013-11-05,16.4
MEL_4,2013-11-06,16.54
MEL_4,2013-11-07,16.53
MEL_4,2013-11-08,16.68
MEL_4,2013-11-09,16.8
MEL_4,2013-11-10,16.81
MEL_4,2013-11-11,16.81
MEL_4,2013-11-12,16.83
MEL_4,2013-11-13,16.79
MEL_4,2013-11-14,16.83
MEL_4,2013-11-15,16.87
MEL_4,2013-11-16,16.88
MEL_4,2013-11-17,16.89
MEL_4,2013-11-18,16.89
MEL_4,2013-11-19,16.85
MEL_4,2013-11-20,16.94
MEL_4,2013-11-21,16.94
MEL_4,2013-11-22,16.95
MEL_4,2013-11-23,16.91
MEL_4,2013-11-24,16.88
MEL_4,2013-11-25,16.85
MEL_4,2013-11-26,16.83
MEL_4,2013-11-27,16.83
MEL_4,2013-11-28,16.81
MEL_4,2013-11-29,16.82
MEL_4,2013-11-30,16.79
MEL_4,2013-12-01,16.76
MEL_4,2013-12-02,16.75
MEL_4,2013-12-03,16.76
MEL_4,2013-12-04,16.82
MEL_4,2013-12-05,16.75
MEL_4,2013-12-06,16.71
MEL_4,2013-12-07,16.7
MEL_4,2013-12-08,16.68
MEL_4,2013-12-09,16.66
MEL_4,2013-12-10,16.65
MEL_4,2013-12-11,16.65
MEL_4,2013-12-12,16.66
MEL_4,2013-12-13,16.65
MEL_4,2013-12-14,16.62
MEL_4,2013-12-15,16.62
MEL_4,2013-12-16,16.62
MEL_4,2013-12-17,16.68
MEL_4,2013-12-18,16.62
MEL_4,2013-12-19,16.64
MEL_4,2013-12-20,16.57
MEL_4,2013-12-21,16.6
MEL_4,2013-12-22,16.63
MEL_4,2013-12-23,16.65
MEL_4,2013-12-24,16.72
MEL_4,2013-12-25,17.21
MEL_4,2013-12-26,17.13
MEL_4,2013-12-27,17.11
MEL_4,2013-12-28,17.43
MEL_4,2013-12-29,17.24
MEL_4,2013-12-30,17.2
MEL_4,2013-12-31,17.17
MEL_4,2014-01-01,17.14
MEL_4,2014-01-02,17.14
MEL_4,2014-01-03,17.14
MEL_4,2014-01-04,17.28
MEL_4,2014-01-05,17.22
MEL_4,2014-01-06,17.21
MEL_4,2014-01-07,17.23
MEL_4,2014-01-08,17.12
MEL_4,2014-01-09,17.15
MEL_4,2014-01-10,17.08
MEL_4,2014-01-11,17.07
MEL_4,2014-01-12,17.04
MEL_4,2014-01-13,17.04
MEL_4,2014-01-14,17.03
MEL_4,2014-01-15,17.05
MEL_4,2014-01-16,17.21
MEL_4,2014-01-17,17.34
MEL_4,2014-01-18,17.49
MEL_4,2014-01-19,17.37
MEL_4,2014-01-20,17.29
MEL_4,2014-01-21,17.26
MEL_4,2014-01-22,17.31
MEL_4,2014-01-23,17.2
MEL_4,2014-01-24,17.22
MEL_4,2014-01-25,17.22
MEL_4,2014-01-26,17.26
MEL_4,2014-01-27,17.4
MEL_4,2014-01-28,17.41
MEL_4,2014-01-29,17.36
MEL_4,2014-01-30,17.29
MEL_4,2014-01-31,17.24
MEL_4,2014-02-01,17.3
MEL_4,2014-02-02,17.36
MEL_4,2014-02-03,17.35
MEL_4,2014-02-04,17.3
MEL_4,2014-02-05,17.3
MEL_4,2014-02-06,17.2
MEL_4,2014-02-07,17.39
MEL_4,2014-02-08,17.52
MEL_4,2014-02-09,17.45
MEL_4,2014-02-10,17.4
MEL_4,2014-02-11,17.34
MEL_4,2014-02-12,17.28
MEL_4,2014-02-13,17.34
MEL_4,2014-02-14,17.42
MEL_4,2014-02-15,17.53
MEL_4,2014-02-16,17.44
MEL_4,2014-02-17,17.41
MEL_4,2014-02-18,17.37
MEL_4,2014-02-19,17.31
MEL_4,2014-02-20,17.29
MEL_4,2014-02-21,17.29
MEL_4,2014-02-22,17.44
MEL_4,2014-02-23,17.39
MEL_4,2014-02-24,17.36
MEL_4,2014-02-25,17.32
MEL_4,2014-02-26,17.22
MEL_4,2014-02-27,17.22
MEL_4,2014-02-28,17.24
MEL_4,2014-03-01,17.5
MEL_4,2014-03-02,17.43
MEL_4,2014-03-03,17.42
MEL_4,2014-03-04,17.35
MEL_4,2014-03-05,17.26
MEL_4,2014-03-06,17.21
MEL_4,2014-03-07,17.2
MEL_4,2014-03-08,17.15
MEL_4,2014-03-09,17.12
MEL_4,2014-03-10,17.09
MEL_4,2014-03-11,17.05
MEL_4,2014-03-12,17.03
MEL_4,2014-03-13,17.01
MEL_4,2014-03-14,16.99
MEL_4,2014-03-15,16.96
MEL_4,2014-03-16,16.94
MEL_4,2014-03-17,16.92
MEL_4,2014-03-18,16.92
MEL_4,2014-03-19,16.87
MEL_4,2014-03-20,16.89
MEL_4,2014-03-21,16.89
MEL_4,2014-03-22,17.22
MEL_4,2014-03-23,17.05
MEL_4,2014-03-24,17.08
MEL_4,2014-03-25,17.06
MEL_4,2014-03-26,16.99
MEL_4,2014-03-27,16.97
MEL_4,2014-03-28,16.92
MEL_4,2014-03-29,16.9
MEL_4,2014-03-30,16.9
MEL_4,2014-03-31,16.88
MEL_4,2014-04-01,16.87
MEL_4,2014-04-02,16.86
MEL_4,2014-04-03,16.85
MEL_4,2014-04-04,16.8
MEL_4,2014-04-05,16.76
MEL_4,2014-04-06,16.75
MEL_4,2014-04-07,16.73
MEL_4,2014-04-08,16.71
MEL_4,2014-04-09,16.68
MEL_4,2014-04-10,16.69
MEL_4,2014-04-11,16.68
MEL_4,2014-04-12,16.66
MEL_4,2014-04-13,16.63
MEL_4,2014-04-14,16.61
MEL_4,2014-04-15,16.59
MEL_4,2014-04-16,16.57
MEL_4,2014-04-17,16.58
MEL_4,2014-04-18,16.56
MEL_4,2014-04-19,16.54
MEL_4,2014-04-20,16.56
MEL_4,2014-04-21,16.53
MEL_4,2014-04-22,16.48
MEL_4,2014-04-23,16.49
MEL_4,2014-04-24,16.44
MEL_4,2014-04-25,16.47
MEL_4,2014-04-26,16.44
MEL_4,2014-04-27,16.43
MEL_4,2014-04-28,16.39
MEL_4,2014-04-29,16.38
MEL_4,2014-04-30,16.37
MEL_4,2014-05-01,16.37
MEL_4,2014-05-02,16.33
MEL_4,2014-05-03,16.31
MEL_4,2014-05-04,16.32
MEL_4,2014-05-05,16.33
MEL_4,2014-05-06,16.31
MEL_4,2014-05-07,16.3
MEL_4,2014-05-08,16.29
MEL_4,2014-05-09,16.28
MEL_4,2014-05-10,16.31
MEL_4,2014-05-11,16.32
MEL_4,2014-05-12,16.29
MEL_4,2014-05-13,16.27
MEL_4,2014-05-14,16.34
MEL_4,2014-05-15,16.3
MEL_4,2014-05-16,16.31
MEL_4,2014-05-17,16.31
MEL_4,2014-05-18,16.31
MEL_4,2014-05-19,16.28
MEL_4,2014-05-20,16.24
MEL_4,2014-05-21,16.25
MEL_4,2014-05-22,16.26
MEL_4,2014-05-23,16.22
MEL_4,2014-05-24,16.2
MEL_4,2014-05-25,16.17
MEL_4,2014-05-26,16.21
MEL_4,2014-05-27,16.18
MEL_4,2014-05-28,16.18
MEL_4,2014-05-29,16.16
MEL_4,2014-05-30,16.13
MEL_4,2014-05-31,16.12
MEL_4,2014-06-01,16.11
MEL_4,2014-06-02,16.1
MEL_4,2014-06-03,16.09
MEL_4,2014-06-04,16.12
MEL_4,2014-06-05,16.09
MEL_4,2014-06-06,16.06
MEL_4,2014-06-07,16.04
MEL_4,2014-06-08,16.02
MEL_4,2014-06-09,16.01
MEL_4,2014-06-10,15.99
MEL_4,2014-06-11,16.02
MEL_4,2014-06-12,15.97
MEL_4,2014-06-13,15.97
MEL_4,2014-06-14,15.96
MEL_4,2014-06-15,15.94
MEL_4,2014-06-16,15.94
MEL_4,2014-06-17,15.93
MEL_4,2014-06-18,15.92
MEL_4,2014-06-19,15.92
MEL_4,2014-06-20,15.9
MEL_4,2014-06-21,15.88
MEL_4,2014-06-22,15.86
MEL_4,2014-06-23,15.84
MEL_4,2014-06-24,15.83
MEL_4,2014-06-25,15.85
MEL_4,2014-06-26,15.81
MEL_4,2014-06-27,15.79
MEL_4,2014-06-28,15.81
MEL_4,2014-06-29,15.81
MEL_4,2014-06-30,15.77
MEL_4,2014-07-01,15.76
MEL_4,2014-07-02,15.74
MEL_4,2014-07-03,15.72
MEL_4,2014-07-04,15.74
MEL_4,2014-07-05,15.73
MEL_4,2014-07-06,15.73
MEL_4,2014-07-07,15.7
MEL_4,2014-07-08,15.71
MEL_4,2014-07-09,15.73
MEL_4,2014-07-10,15.78
MEL_4,2014-07-11,15.8
MEL_4,2014-07-12,15.82
MEL_4,2014-07-13,15.85
MEL_4,2014-07-14,15.86
MEL_4,2014-07-15,15.84
MEL_4,2014-07-16,15.85
MEL_4,2014-07-17,15.84
MEL_4,2014-07-18,15.81
MEL_4,2014-07-19,15.78
MEL_4,2014-07-20,15.78
MEL_4,2014-07-21,15.76
MEL_4,2014-07-22,15.77
MEL_4,2014-07-23,15.75
MEL_4,2014-07-24,15.72
MEL_4,2014-07-25,15.69
MEL_4,2014-07-26,15.68
MEL_4,2014-07-27,15.67
MEL_4,2014-07-28,15.69
MEL_4,2014-07-29,15.7
MEL_4,2014-07-30,15.68
MEL_4,2014-07-31,15.65
MEL_4,2014-08-01,15.65
MEL_4,2014-08-02,15.64
MEL_4,2014-08-03,15.61
MEL_4,2014-08-04,15.59
MEL_4,2014-08-05,15.57
MEL_4,2014-08-06,15.59
MEL_4,2014-08-07,15.58
MEL_4,2014-08-08,15.61
MEL_4,2014-08-09,15.63
MEL_4,2014-08-10,15.67
MEL_4,2014-08-11,15.76
MEL_4,2014-08-12,15.79
MEL_4,2014-08-13,15.81
MEL_4,2014-08-14,15.79
MEL_4,2014-08-15,15.82
MEL_4,2014-08-16,15.83
MEL_4,2014-08-17,15.86
MEL_4,2014-08-18,15.86
MEL_4,2014-08-19,15.85
MEL_4,2014-08-20,15.83
MEL_4,2014-08-21,15.82
MEL_4,2014-08-22,15.82
MEL_4,2014-08-23,15.83
MEL_4,2014-08-24,15.82
MEL_4,2014-08-25,15.84
MEL_4,2014-08-26,15.96
MEL_4,2014-08-27,16.31
MEL_4,2014-08-28,16.36
MEL_4,2014-08-29,16.33
MEL_4,2014-08-30,16.31
MEL_4,2014-08-31,16.3
MEL_4,2014-09-01,16.26
MEL_4,2014-09-02,16.24
MEL_4,2014-09-03,16.23
MEL_4,2014-09-04,16.22
MEL_4,2014-09-05,16.2
MEL_4,2014-09-06,16.18
MEL_4,2014-09-07,16.17
MEL_4,2014-09-08,16.14
MEL_4,2014-09-09,16.12
MEL_4,2014-09-10,16.1
MEL_4,2014-09-11,16.08
MEL_4,2014-09-12,16.05
MEL_4,2014-09-13,16.04
MEL_4,2014-09-14,16.04
MEL_4,2014-09-15,16.04
MEL_4,2014-09-16,16.02
MEL_4,2014-09-17,16.01
MEL_4,2014-09-18,16.0
MEL_4,2014-09-19,15.97
MEL_4,2014-09-20,15.96
MEL_4,2014-09-21,15.95
MEL_4,2014-09-22,15.94
MEL_4,2014-09-23,15.94
MEL_4,2014-09-24,15.97
MEL_4,2014-09-25,15.93
MEL_4,2014-09-26,15.92
MEL_4,2014-09-27,15.92
MEL_4,2014-09-28,15.94
MEL_4,2014-09-29,15.92
MEL_4,2014-09-30,15.91
MEL_4,2014-10-01,15.91
MEL_4,2014-10-02,15.9
MEL_4,2014-10-03,15.93
MEL_4,2014-10-04,15.93
MEL_4,2014-10-05,15.9
MEL_4,2014-10-06,15.94
MEL_4,2014-10-07,15.95
MEL_4,2014-10-08,15.94
MEL_4,2014-10-09,15.93
MEL_4,2014-10-10,15.9
MEL_4,2014-10-11,15.92
MEL_4,2014-10-12,15.94
MEL_4,2014-10-13,15.98
MEL_4,2014-10-14,15.97
MEL_4,2014-10-15,15.97
MEL_4,2014-10-16,15.98
MEL_4,2014-10-17,15.95
MEL_4,2014-10-18,15.95
MEL_4,2014-10-19,15.95
MEL_4,2014-10-20,15.93
MEL_4,2014-10-21,15.98
MEL_4,2014-10-22,15.93
MEL_4,2014-10-23,15.97
MEL_4,2014-10-24,16.0
MEL_4,2014-10-25,16.01
MEL_4,2014-10-26,15.99
MEL_4,2014-10-27,16.0
MEL_4,2014-10-28,16.02
MEL_4,2014-10-29,16.01
MEL_4,2014-10-30,16.02
MEL_4,2014-10-31,16.02
MEL_4,2014-11-01,16.03
MEL_4,2014-11-02,16.04
MEL_4,2014-11-03,16.09
MEL_4,2014-11-04,16.15
MEL_4,2014-11-05,16.18
MEL_4,2014-11-06,16.19
MEL_4,2014-11-07,16.24
MEL_4,2014-11-08,16.21
MEL_4,2014-11-09,16.23
MEL_4,2014-11-10,16.22
MEL_4,2014-11-11,16.24
MEL_4,2014-11-12,16.23
MEL_4,2014-11-13,16.19
MEL_4,2014-11-14,16.22
MEL_4,2014-11-15,16.23
MEL_4,2014-11-16,16.27
MEL_4,2014-11-17,16.27
MEL_4,2014-11-18,16.27
MEL_4,2014-11-19,16.25
MEL_4,2014-11-20,16.25
MEL_4,2014-11-21,16.28
MEL_4,2014-11-22,16.29
MEL_4,2014-11-23,16.29
MEL_4,2014-11-24,16.24
MEL_4,2014-11-25,16.27
MEL_4,2014-11-26,16.3
MEL_4,2014-11-27,16.3
MEL_4,2014-11-28,16.3
MEL_4,2014-11-29,16.25
MEL_4,2014-11-30,16.26
MEL_4,2014-12-01,16.26
MEL_4,2014-12-02,16.25
MEL_4,2014-12-03,16.24
MEL_4,2014-12-04,16.25
MEL_4,2014-12-05,16.23
MEL_4,2014-12-06,16.21
MEL_4,2014-12-07,16.24
MEL_4,2014-12-08,16.24
MEL_4,2014-12-09,16.21
MEL_4,2014-12-10,16.27
MEL_4,2014-12-11,16.3
MEL_4,2014-12-12,16.36
MEL_4,2014-12-13,16.33
MEL_4,2014-12-14,16.35
MEL_4,2014-12-15,16.38
MEL_4,2014-12-16,16.4
MEL_4,2014-12-17,16.43
MEL_4,2014-12-18,16.42
MEL_4,2014-12-19,16.44
MEL_4,2014-12-20,16.5
MEL_4,2014-12-21,16.53
MEL_4,2014-12-22,16.57
MEL_4,2014-12-23,16.56
MEL_4,2014-12-24,16.57
MEL_4,2014-12-25,16.53
MEL_4,2014-12-26,16.53
MEL_4,2014-12-27,16.77
MEL_4,2014-12-28,16.8
MEL_4,2014-12-29,16.83
MEL_4,2014-12-30,16.84
MEL_4,2014-12-31,16.84
MEL_4,2015-01-01,16.83
MEL_4,2015-01-02,16.83
MEL_4,2015-01-03,16.85
MEL_4,2015-01-04,16.96
MEL_4,2015-01-05,16.98
MEL_4,2015-01-06,17.0
MEL_4,2015-01-07,16.92
MEL_4,2015-01-08,16.95
MEL_4,2015-01-09,17.26
MEL_4,2015-01-10,17.22
MEL_4,2015-01-11,17.19
MEL_4,2015-01-12,17.2
MEL_4,2015-01-13,17.19
MEL_4,2015-01-14,17.21
MEL_4,2015-01-15,17.42
MEL_4,2015-01-16,17.29
MEL_4,2015-01-17,17.22
MEL_4,2015-01-18,17.21
MEL_4,2015-01-19,17.44
MEL_4,2015-01-20,17.4
MEL_4,2015-01-21,17.34
MEL_4,2015-01-22,17.23
MEL_4,2015-01-23,17.17
MEL_4,2015-01-24,17.17
MEL_4,2015-01-25,17.26
MEL_4,2015-01-26,17.27
MEL_4,2015-01-27,17.23
MEL_4,2015-01-28,17.26
MEL_4,2015-01-29,17.35
MEL_4,2015-01-30,17.32
MEL_4,2015-01-31,17.27
MEL_4,2015-02-01,17.22
MEL_4,2015-02-02,17.3
MEL_4,2015-02-03,17.32
MEL_4,2015-02-04,17.24
MEL_4,2015-02-05,17.19
MEL_4,2015-02-06,17.16
MEL_4,2015-02-07,17.11
MEL_4,2015-02-08,17.09
MEL_4,2015-02-09,17.08
MEL_4,2015-02-10,17.05
MEL_4,2015-02-11,17.07
MEL_4,2015-02-12,17.03
MEL_4,2015-02-13,17.04
MEL_4,2015-02-14,17.01
MEL_4,2015-02-15,16.96
MEL_4,2015-02-16,16.93
MEL_4,2015-02-17,16.87
MEL_4,2015-02-18,16.87
MEL_4,2015-02-19,16.9
MEL_4,2015-02-20,16.94
MEL_4,2015-02-21,17.51
MEL_4,2015-02-22,17.37
MEL_4,2015-02-23,17.44
MEL_4,2015-02-24,17.41
MEL_4,2015-02-25,17.36
MEL_4,2015-02-26,17.33
MEL_4,2015-02-27,17.52
MEL_4,2015-02-28,17.45
MEL_4,2015-03-01,17.42
MEL_4,2015-03-02,17.37
MEL_4,2015-03-03,17.38
MEL_4,2015-03-04,17.39
MEL_4,2015-03-05,17.32
MEL_4,2015-03-06,17.28
MEL_4,2015-03-07,17.26
MEL_4,2015-03-08,17.22
MEL_4,2015-03-09,17.16
MEL_4,2015-03-10,17.12
MEL_4,2015-03-11,17.1
MEL_4,2015-03-12,17.06
MEL_4,2015-03-13,17.05
MEL_4,2015-03-14,17.0
MEL_4,2015-03-15,16.98
MEL_4,2015-03-16,16.97
MEL_4,2015-03-17,16.94
MEL_4,2015-03-18,16.9
MEL_4,2015-03-19,16.89
MEL_4,2015-03-20,16.89
MEL_4,2015-03-21,16.88
MEL_4,2015-03-22,16.85
MEL_4,2015-03-23,16.85
MEL_4,2015-03-24,16.85
MEL_4,2015-03-25,16.86
MEL_4,2015-03-26,17.05
MEL_4,2015-03-27,17.05
MEL_4,2015-03-28,17.09
MEL_4,2015-03-29,17.14
MEL_4,2015-03-30,17.48
MEL_4,2015-03-31,17.39
MEL_4,2015-04-01,17.28
MEL_4,2015-04-02,17.36
MEL_4,2015-04-03,17.44
MEL_4,2015-04-04,17.37
MEL_4,2015-04-05,17.26
MEL_4,2015-04-06,17.2
MEL_4,2015-04-07,17.12
MEL_4,2015-04-08,17.12
MEL_4,2015-04-22,16.76
MEL_4,2015-05-06,16.66
MEL_4,2015-05-27,16.33
MEL_4,2015-06-10,16.12
MEL_4,2015-06-24,15.97
MEL_4,2015-07-08,15.74
MEL_4,2015-07-29,15.58
MEL_4,2015-08-12,15.38
MEL_4,2015-08-26,15.38
MEL_4,2015-09-09,15.4
MEL_4,2015-09-23,15.47
MEL_4,2015-10-07,15.42
MEL_4,2015-10-21,15.51
MEL_4,2015-11-04,15.55
MEL_4,2015-11-18,15.61
MEL_4,2015-12-02,16.07
MEL_4,2015-12-16,16.22
MEL_4,2016-01-05,16.39
MEL_4,2016-01-27,16.87
MEL_4,2016-02-10,17.5
MEL_4,2016-02-24,17.6
MEL_4,2016-03-09,17.49
MEL_4,2016-03-23,16.96
MEL_4,2016-04-13,16.94
MEL_4,2016-04-27,16.82
MEL_4,2016-05-11,16.63
MEL_4,2016-05-25,16.54
MEL_4,2016-06-08,16.87
MEL_4,2016-06-22,16.73
MER_5,2004-05-03,21.78
MER_5,2004-12-07,21.3
MER_5,2005-02-17,22.43
MER_5,2005-08-03,21.3
MER_5,2005-10-19,20.92
MER_5,2006-10-13,21.46
MER_5,2007-03-30,22.28
MER_5,2007-11-12,22.1
MER_5,2008-03-27,22.96
MER_5,2008-10-01,21.15
MER_5,2009-04-29,21.04
MER_5,2009-09-30,20.85
MER_5,2010-03-23,22.31
MER_5,2010-10-05,22.0
MER_5,2011-04-20,21.86
MER_5,2011-09-29,21.41
MER_5,2012-02-29,22.2
MER_5,2012-08-28,21.37
MER_5,2013-02-20,22.48
MER_5,2013-09-03,21.21
MER_5,2014-03-11,21.86
MER_5,2014-08-20,21.53
MER_5,2015-02-18,22.38
MER_5,2015-08-19,20.98
MER_5,2016-02-18,22.8
MER_5,2016-09-29,21.27
MER_5,2017-05-31,21.48
MER_5,2017-09-21,20.71
MER_5,2018-05-02,22.08
MER_5,2018-10-12,20.77
MER_5,2019-03-12,22.54
MER_5,2019-10-09,20.58
MER_5,2020-03-02,22.58
MER_5,2020-10-06,20.9
MER_5,2021-02-17,22.75
MER_5,2021-09-30,21.21
MER_7,2004-05-04,31.75
MER_7,2004-12-07,31.75
MER_7,2005-05-04,32.13
MER_7,2005-06-29,31.34
MER_7,2005-10-18,31.29
MER_7,2006-10-31,31.73
MER_7,2007-04-18,31.66
MER_7,2007-11-15,32.04
MER_7,2008-04-08,32.16
MER_7,2008-10-15,31.73
MER_7,2009-04-23,31.79
MER_7,2009-10-19,30.74
MER_7,2010-04-21,31.8
MER_7,2010-10-11,31.48
MER_7,2011-04-30,31.58
MER_7,2011-10-13,31.44
MER_7,2012-03-20,31.95
MER_7,2012-08-30,31.25
MER_7,2013-02-20,32.05
MER_7,2013-09-03,30.96
MER_7,2014-03-12,31.41
MER_7,2014-08-20,31.36
MER_7,2015-02-18,32.07
MER_7,2015-08-19,30.71
MER_7,2016-02-18,32.25
MER_7,2016-09-29,31.07
MER_7,2017-06-01,31.17
MER_7,2017-09-21,30.42
MER_7,2018-05-02,31.82
MER_7,2018-10-12,30.4
MER_7,2019-03-12,32.12
MER_7,2019-10-10,30.5
MER_7,2020-03-03,32.26
MER_7,2020-09-29,30.39
MER_7,2021-02-17,32.17
MER_7,2021-09-27,31.06
MOORT_1,2011-01-01,20.764645833333333
MOORT_1,2011-01-02,20.6921875
MOORT_1,2011-01-03,20.6190625
MOORT_1,2011-01-04,20.581166666666665
MOORT_1,2011-01-05,20.54072916666667
MOORT_1,2011-01-06,20.751583333333333
MOORT_1,2011-01-07,20.889979166666667
MOORT_1,2011-01-08,20.88029166666667
MOORT_1,2011-01-09,20.752
MOORT_1,2011-01-10,20.615729166666664
MOORT_1,2011-01-11,20.62004166666667
MOORT_1,2011-01-12,20.753
MOORT_1,2011-01-13,21.12889583333333
MOORT_1,2011-01-14,20.967
MOORT_1,2011-01-15,20.883333333333333
MOORT_1,2011-01-16,20.840958333333333
MOORT_1,2011-01-17,20.790297872340425
MOORT_1,2011-01-18,20.761458333333334
MOORT_1,2011-01-19,20.73508333333333
MOORT_1,2011-01-20,20.720166666666668
MOORT_1,2011-01-21,20.70208333333333
MOORT_1,2011-01-22,20.707375
MOORT_1,2011-01-23,20.7096875
MOORT_1,2011-01-24,20.743166666666667
MOORT_1,2011-01-25,20.824583333333333
MOORT_1,2011-01-26,20.907625
MOORT_1,2011-01-27,20.822479166666668
MOORT_1,2011-01-28,20.779979166666667
MOORT_1,2011-01-29,20.7399375
MOORT_1,2011-01-30,20.708895833333333
MOORT_1,2011-01-31,20.6780625
MOORT_1,2011-02-01,20.6645625
MOORT_1,2011-02-02,20.674645833333333
MOORT_1,2011-02-03,20.702875
MOORT_1,2011-02-04,20.700729166666665
MOORT_1,2011-02-05,20.6890625
MOORT_1,2011-02-06,20.676166666666667
MOORT_1,2011-02-07,20.6679375
MOORT_1,2011-02-08,20.648854166666663
MOORT_1,2011-02-09,20.630020833333333
MOORT_1,2011-02-10,20.642729166666665
MOORT_1,2011-02-11,20.774979166666665
MOORT_1,2011-02-12,20.736229166666668
MOORT_1,2011-02-13,20.71325
MOORT_1,2011-02-14,20.701229166666668
MOORT_1,2011-02-15,20.69602083333333
MOORT_1,2011-02-16,20.712
MOORT_1,2011-02-17,20.6774375
MOORT_1,2011-02-18,20.65545833333333
MOORT_1,2011-02-19,20.668916666666668
MOORT_1,2011-02-20,20.7246875
MOORT_1,2011-02-21,20.6874375
MOORT_1,2011-02-22,20.67095833333333
MOORT_1,2011-02-23,20.663604166666666
MOORT_1,2011-02-24,20.92784782608696
MOORT_1,2011-02-25,20.85639583333333
MOORT_1,2011-02-26,20.868770833333333
MOORT_1,2011-02-27,20.897270833333334
MOORT_1,2011-02-28,20.86058333333333
MOORT_1,2011-03-01,20.51308333333333
MOORT_1,2011-03-02,19.980520833333333
MOORT_1,2011-03-03,19.958
MOORT_1,2011-03-04,19.94120833333333
MOORT_1,2011-03-05,19.937416666666667
MOORT_1,2011-03-06,19.927104166666663
